omb_cat,name,year,corp,indv,total,gdp,gdp_price_index,corp_adj,indv_adj,total_adj,percent_corp,percent_gdp,percent_indv,percent_omb_cat,percent_total,percent_change,orig_name
Income Security,Exclusion Of Public Assistance Benefits,2015,,820000000.0,820000000.0,18219400000000.0,1.0,,820000000,820000000,,0.00,0.08,0.48,0.07,2.05, 
Income Security,Exclusion Of Railroad Retirement System Benefits,2015,,360000000.0,360000000.0,18219400000000.0,1.0,,360000000,360000000,,0.00,0.03,0.21,0.03,-4.34, 
Transportation,Exclusion Of Reimbursed Employee Parking Expenses,2015,,2780000000.0,2780000000.0,18219400000000.0,1.0,,2780000000,2780000000,,0.02,0.25,73.16,0.22,2.36, 
"Education, Training, Employment, And Social Services",Exclusion Of Scholarship And Fellowship Income,2015,,3090000000.0,3090000000.0,18219400000000.0,1.0,,3090000000,3090000000,,0.02,0.28,2.54,0.25,1.94, 
Social Security,Exclusion Of Social Security Benefits: Social Security Benefits For Disabled Workers,2015,,8740000000.0,8740000000.0,18219400000000.0,1.0,,8740000000,8740000000,,0.05,0.80,20.48,0.70,0.38, 
Social Security,Exclusion Of Social Security Benefits: Social Security Benefits For Retired Workers,2015,,29840000000.0,29840000000.0,18219400000000.0,1.0,,29840000000,29840000000,,0.16,2.73,69.92,2.40,2.11, 
Social Security,"Exclusion Of Social Security Benefits: Social Security Benefits For Spouses, Dependents And Survivors",2015,,4100000000.0,4100000000.0,18219400000000.0,1.0,,4100000000,4100000000,,0.02,0.38,9.61,0.33,1.53, 
Income Security,Exclusion Of Special Benefits For Disabled Coal Miners,2015,,30000000.0,30000000.0,18219400000000.0,1.0,,30000000,30000000,,0.00,0.00,0.02,0.00,-1.69, 
Energy,Exclusion Of Utility Conservation Subsidies,2015,20000000.0,320000000.0,340000000.0,18219400000000.0,1.0,20000000,320000000,340000000,0.01,0.00,0.03,4.29,0.03,-1.69, 
Veterans Benefits And Services,Exclusion Of Veterans Death Benefits And Disability Compensation,2015,,5490000000.0,5490000000.0,18219400000000.0,1.0,,5490000000,5490000000,,0.03,0.50,77.11,0.44,6.25, 
Veterans Benefits And Services,Exclusion Of Veterans Pensions,2015,,450000000.0,450000000.0,18219400000000.0,1.0,,450000000,450000000,,0.00,0.04,6.32,0.04,2.89, 
Income Security,Exclusion Of Workers' Compensation Benefits,2015,,10500000000.0,10500000000.0,18219400000000.0,1.0,,10500000000,10500000000,,0.06,0.96,6.14,0.85,0.12, 
Community And Regional Development,Exemption Of Certain Mutuals' And Cooperatives' Income,2015,120000000.0,,120000000.0,18219400000000.0,1.0,120000000,,120000000,0.08,0.00,,4.60,0.01,-1.69, 
Commerce And Housing,Exemption Of Credit Union Income,2015,1970000000.0,,1970000000.0,18219400000000.0,1.0,1970000000,,1970000000,1.32,0.01,,0.44,0.16,-6.44, 
Agriculture,Expensing Of Certain Capital Outlays,2015,10000000.0,90000000.0,100000000.0,18219400000000.0,1.0,10000000,90000000,100000000,0.01,0.00,0.01,7.04,0.01,-1.69, 
Agriculture,Expensing Of Certain Multiperiod Production Costs,2015,10000000.0,130000000.0,140000000.0,18219400000000.0,1.0,10000000,130000000,140000000,0.01,0.00,0.01,9.86,0.01,-1.69, 
Commerce And Housing,Expensing Of Certain Small Investments,2015,-390000000.0,-1650000000.0,-2040000000.0,18219400000000.0,1.0,-390000000,-1650000000,-2040000000,-0.26,-0.01,-0.15,-0.45,-0.16,69.96, 
Community And Regional Development,Expensing Of Environmental Remediation Costs,2015,-140000000.0,-30000000.0,-170000000.0,18219400000000.0,1.0,-140000000,-30000000,-170000000,-0.09,-0.00,-0.00,-6.51,-0.01,-7.15, 
Energy,"Expensing Of Exploration And Development Costs, Fuels",2015,430000000.0,80000000.0,510000000.0,18219400000000.0,1.0,430000000,80000000,510000000,0.29,0.00,0.01,6.43,0.04,-1.69, 
Natural Resources And Environment,"Expensing Of Exploration And Development Costs, Nonfuel Minerals",2015,50000000.0,0.0,50000000.0,18219400000000.0,1.0,50000000,0,50000000,0.03,0.00,0.00,2.18,0.00,-1.69, 
Natural Resources And Environment,Expensing Of Multiperiod Timber Growing Costs,2015,180000000.0,120000000.0,300000000.0,18219400000000.0,1.0,180000000,120000000,300000000,0.12,0.00,0.01,13.10,0.02,-1.69, 
Agriculture,Expensing Of Reforestation Expenditures,2015,20000000.0,50000000.0,70000000.0,18219400000000.0,1.0,20000000,50000000,70000000,0.01,0.00,0.00,4.93,0.01,-1.69, 
"General Science, Space, And Technology",Expensing Of Research And Experimentation Expenditures,2015,4480000000.0,320000000.0,4800000000.0,18219400000000.0,1.0,4480000000,320000000,4800000000,3.00,0.03,0.03,60.23,0.39,-8.55, 
Commerce And Housing,Graduated Corporation Income Tax Rate,2015,4130000000.0,,4130000000.0,18219400000000.0,1.0,4130000000,,4130000000,2.76,0.02,,0.91,0.33,-3.33, 
"Education, Training, Employment, And Social Services",Hope Tax Credit,2015,,0.0,0.0,18219400000000.0,1.0,,0,0,,0.00,0.00,0.00,0.00,, 
Agriculture,Income Averaging For Farmers,2015,,130000000.0,130000000.0,18219400000000.0,1.0,,130000000,130000000,,0.00,0.01,9.15,0.01,-1.69, 
Income Security,Income Of Trusts To Finance Supplementary Unemployment Benefits,2015,,30000000.0,30000000.0,18219400000000.0,1.0,,30000000,30000000,,0.00,0.00,0.02,0.00,47.47, 
"Education, Training, Employment, And Social Services",Indian Employment Credit,2015,10000000.0,10000000.0,20000000.0,18219400000000.0,1.0,10000000,10000000,20000000,0.01,0.00,0.00,0.02,0.00,-50.84, 
Natural Resources And Environment,Industrial Co2 Capture And Sequestration Tax Credit,2015,80000000.0,0.0,80000000.0,18219400000000.0,1.0,80000000,0,80000000,0.05,0.00,0.00,3.49,0.01,-1.69, 
International Affairs,Inventory Property Sales Source Rules Exception,2015,3890000000.0,,3890000000.0,18219400000000.0,1.0,3890000000,,3890000000,2.60,0.02,,4.58,0.31,6.23, 
Community And Regional Development,Investment Credit For Rehabilitation Of Structures (Other Than Historic),2015,10000000.0,20000000.0,30000000.0,18219400000000.0,1.0,10000000,20000000,30000000,0.01,0.00,0.00,1.15,0.00,-1.69, 
"Education, Training, Employment, And Social Services",Lifetime Learning Tax Credit,2015,,1720000000.0,1720000000.0,18219400000000.0,1.0,,1720000000,1720000000,,0.01,0.16,1.41,0.14,0.65, 
Health,Medical Savings Accounts / Health Savings Accounts,2015,,4890000000.0,4890000000.0,18219400000000.0,1.0,,4890000000,4890000000,,0.03,0.45,2.07,0.39,23.27, 
Energy,Natural Gas Distribution Pipelines Treated As 15-Year Property,2015,100000000.0,0.0,100000000.0,18219400000000.0,1.0,100000000,0,100000000,0.07,0.00,0.00,1.26,0.01,-1.69, 
Income Security,Net Exclusion Of Pension Contribution And Earnings: Defined Benefit Employer Plans,2015,,42340000000.0,42340000000.0,18219400000000.0,1.0,,42340000000,42340000000,,0.23,3.88,24.75,3.41,3.83, 
Income Security,Net Exclusion Of Pension Contribution And Earnings: Defined Contribution Employer Plans,2015,,61050000000.0,61050000000.0,18219400000000.0,1.0,,61050000000,61050000000,,0.34,5.59,35.68,4.92,1.08, 
Income Security,Net Exclusion Of Pension Contribution And Earnings: Individual Retirement Accounts,2015,,17480000000.0,17480000000.0,18219400000000.0,1.0,,17480000000,17480000000,,0.10,1.60,10.22,1.41,-1.52, 
Income Security,Net Exclusion Of Pension Contribution And Earnings: Low And Moderate Income Savers Credit,2015,,1210000000.0,1210000000.0,18219400000000.0,1.0,,1210000000,1210000000,,0.01,0.11,0.71,0.10,-0.87, 
Income Security,Net Exclusion Of Pension Contributions And Earnings: Self-Employed Plans,2015,,25530000000.0,25530000000.0,18219400000000.0,1.0,,25530000000,25530000000,,0.14,2.34,14.92,2.06,7.72, 
Community And Regional Development,New Markets Tax Credit,2015,1020000000.0,20000000.0,1040000000.0,18219400000000.0,1.0,1020000000,20000000,1040000000,0.68,0.01,0.00,39.85,0.08,1.23, 
Commerce And Housing,Ordinary Income Treatment Of Loss From Small Business Corporation Stock Sale,2015,,60000000.0,60000000.0,18219400000000.0,1.0,,60000000,60000000,,0.00,0.01,0.01,0.00,-1.69, 
"Education, Training, Employment, And Social Services",Parental Personal Exemption For Students Age 19 Or Over,2015,,5400000000.0,5400000000.0,18219400000000.0,1.0,,5400000000,5400000000,,0.03,0.49,4.44,0.43,-0.21, 
Energy,Qualified Energy Conservation Bonds,2015,10000000.0,20000000.0,30000000.0,18219400000000.0,1.0,10000000,20000000,30000000,0.01,0.00,0.00,0.38,0.00,-1.69, 
"Education, Training, Employment, And Social Services",Qualified School Construction Bonds,2015,160000000.0,490000000.0,650000000.0,18219400000000.0,1.0,160000000,490000000,650000000,0.11,0.00,0.04,0.53,0.05,-1.69, 
"Education, Training, Employment, And Social Services",Qualified Tuition Programs,2015,,1900000000.0,1900000000.0,18219400000000.0,1.0,,1900000000,1900000000,,0.01,0.17,1.56,0.15,5.53, 
Community And Regional Development,Recovery Zone Bonds,2015,40000000.0,110000000.0,150000000.0,18219400000000.0,1.0,40000000,110000000,150000000,0.03,0.00,0.01,5.75,0.01,13.44, 
Health,Refundable Premium Assistance Tax Credit,2015,,-3940000000.0,-3940000000.0,18219400000000.0,1.0,,-3940000000,-3940000000,,-0.02,-0.36,-1.67,-0.32,, 
Health,Self-Employed Medical Insurance Premiums,2015,,6970000000.0,6970000000.0,18219400000000.0,1.0,,6970000000,6970000000,,0.04,0.64,2.95,0.56,2.73, 
Commerce And Housing,Small Life Insurance Company Deduction,2015,40000000.0,,40000000.0,18219400000000.0,1.0,40000000,,40000000,0.03,0.00,,0.01,0.00,31.08, 
Commerce And Housing,Special Alternative Tax On Small Property And Casualty Insurance Companies,2015,10000000.0,,10000000.0,18219400000000.0,1.0,10000000,,10000000,0.01,0.00,,0.00,0.00,-1.69, 
Health,Special Blue Cross/Blue Shield Deduction,2015,360000000.0,,360000000.0,18219400000000.0,1.0,360000000,,360000000,0.24,0.00,,0.15,0.03,53.88, 
"Education, Training, Employment, And Social Services",Special Deduction For Teacher Expenses,2015,,0.0,0.0,18219400000000.0,1.0,,0,0,,0.00,0.00,0.00,0.00,-100.00, 
Income Security,Special Esop Rules,2015,1710000000.0,100000000.0,1810000000.0,18219400000000.0,1.0,1710000000,100000000,1810000000,1.14,0.01,0.01,1.06,0.15,2.86, 
Commerce And Housing,Special Rules For Certain Film And Tv Production,2015,100000000.0,20000000.0,120000000.0,18219400000000.0,1.0,100000000,20000000,120000000,0.07,0.00,0.00,0.03,0.01,-43.01, 
Commerce And Housing,Step-Up Basis Of Capital Gains At Death,2015,,32370000000.0,32370000000.0,18219400000000.0,1.0,,32370000000,32370000000,,0.18,2.96,7.15,2.61,3.39, 
Transportation,Tax Credit For Certain Expenditures For Maintaining Railroad Tracks,2015,0.0,0.0,0.0,18219400000000.0,1.0,0,0,0,0.00,0.00,0.00,0.00,0.00,-100.00, 
Health,Tax Credit For Health Insurance Purchased By Certain Displaced And Retired Individuals,2015,,0.0,0.0,18219400000000.0,1.0,,0,0,,0.00,0.00,0.00,0.00,, 
Health,Tax Credit For Orphan Drug Research,2015,1520000000.0,,1520000000.0,18219400000000.0,1.0,1520000000,,1520000000,1.02,0.01,,0.64,0.12,18.60, 
Income Security,Tax Credit For The Elderly And Disabled,2015,,10000000.0,10000000.0,18219400000000.0,1.0,,10000000,10000000,,0.00,0.00,0.01,0.00,-1.69, 
Energy,Tax Credits For Clean-Fuel Burning Vehicles,2015,120000000.0,550000000.0,670000000.0,18219400000000.0,1.0,120000000,550000000,670000000,0.08,0.00,0.05,8.45,0.05,49.70, 
Commerce And Housing,Tax Exemption Of Certain Insurance Companies Owned By Tax-Exempt Organizations,2015,690000000.0,,690000000.0,18219400000000.0,1.0,690000000,,690000000,0.46,0.00,,0.15,0.06,2.78, 
Natural Resources And Environment,Tax Incentives For Preservation Of Historic Structures,2015,510000000.0,90000000.0,600000000.0,18219400000000.0,1.0,510000000,90000000,600000000,0.34,0.00,0.01,26.20,0.05,1.70, 
Energy,Temporary 50% Expensing For Equipment Used In The Refining Of Liquid Fuels,2015,-700000000.0,0.0,-700000000.0,18219400000000.0,1.0,-700000000,0,-700000000,-0.47,-0.00,0.00,-8.83,-0.06,588.19, 
Transportation,Tonnage Tax,2015,70000000.0,,70000000.0,18219400000000.0,1.0,70000000,,70000000,0.05,0.00,,1.84,0.01,-1.69, 
Agriculture,Treatment Of Loans Forgiven For Solvent Farmers,2015,,40000000.0,40000000.0,18219400000000.0,1.0,,40000000,40000000,,0.00,0.00,2.82,0.00,-1.69, 
Commerce And Housing,Treatment Of Qualified Dividends,2015,,26650000000.0,26650000000.0,18219400000000.0,1.0,,26650000000,26650000000,,0.15,2.44,5.89,2.15,9.90, 
Community And Regional Development,Tribal Economic Development Bonds,2015,10000000.0,30000000.0,40000000.0,18219400000000.0,1.0,10000000,30000000,40000000,0.01,0.00,0.00,1.53,0.00,-1.69, 
"Education, Training, Employment, And Social Services",Work Opportunity Tax Credit,2015,300000000.0,160000000.0,460000000.0,18219400000000.0,1.0,300000000,160000000,460000000,0.20,0.00,0.01,0.38,0.04,-48.61, 
Commerce And Housing,Accelerated Depreciation Of Buildings Other Than Rental Housing,2016,-3440000000.0,-4250000000.0,-7690000000.0,19180600000000.0,1.0186029545869049,-3377174575,-4172381379,-7549555953,-2.02,-0.04,-0.36,-1.51,-0.57,0.13, 
Commerce And Housing,Accelerated Depreciation Of Machinery And Equipment,2016,22270000000.0,13370000000.0,35640000000.0,19180600000000.0,1.0186029545869049,21863278424,13125820949,34989099373,13.05,0.19,1.13,6.99,2.64,126.17, 
Commerce And Housing,Accelerated Depreciation On Rental Housing,2016,500000000.0,2520000000.0,3020000000.0,19180600000000.0,1.0186029545869049,490868397,2473976723,2964845121,0.29,0.02,0.21,0.59,0.22,18.59, 
Income Security,Additional Deduction For The Blind,2016,,30000000.0,30000000.0,19180600000000.0,1.0186029545869049,,29452104,29452104,,0.00,0.00,0.02,0.00,-1.83, 
Income Security,Additional Deduction For The Elderly,2016,,3040000000.0,3040000000.0,19180600000000.0,1.0186029545869049,,2984479857,2984479857,,0.02,0.26,1.57,0.22,6.59, 
"Education, Training, Employment, And Social Services",Adoption Credit And Exclusion,2016,,600000000.0,600000000.0,19180600000000.0,1.0186029545869049,,589042077,589042077,,0.00,0.05,0.47,0.04,1.56, 
Energy,Advanced Energy Property Credit,2016,0.0,0.0,0.0,19180600000000.0,1.0186029545869049,0,0,0,0.00,0.00,0.00,0.00,0.00,-100.00, 
Energy,Advanced Nuclear Power Production Credit,2016,0.0,0.0,0.0,19180600000000.0,1.0186029545869049,0,0,0,0.00,0.00,0.00,0.00,0.00,, 
Energy,Alcohol Fuel Credits,2016,0.0,0.0,0.0,19180600000000.0,1.0186029545869049,0,0,0,0.00,0.00,0.00,0.00,0.00,-100.00, 
Energy,Allowance Of Deduction For Certain Energy Efficient Commercial Building Property,2016,0.0,0.0,0.0,19180600000000.0,1.0186029545869049,0,0,0,0.00,0.00,0.00,0.00,0.00,-100.00, 
Energy,Alternative Fuel Production Credit,2016,0.0,0.0,0.0,19180600000000.0,1.0186029545869049,0,0,0,0.00,0.00,0.00,0.00,0.00,, 
"Education, Training, Employment, And Social Services",American Opportunity Tax Credit,2016,,15310000000.0,15310000000.0,19180600000000.0,1.0186029545869049,,15030390331,15030390331,,0.08,1.30,12.02,1.13,-1.38, 
Energy,Amortize All Geological And Geophysical Expenditures Over 2 Years,2016,100000000.0,30000000.0,130000000.0,19180600000000.0,1.0186029545869049,98173679,29452104,127625783,0.06,0.00,0.00,1.60,0.01,-1.83, 
"Education, Training, Employment, And Social Services",Assistance For Adopted Foster Children,2016,,590000000.0,590000000.0,19180600000000.0,1.0186029545869049,,579224709,579224709,,0.00,0.05,0.46,0.04,3.43, 
Energy,Bio-Diesel And Small Agri-Biodiesel Producer Tax Credits,2016,0.0,0.0,0.0,19180600000000.0,1.0186029545869049,0,0,0,0.00,0.00,0.00,0.00,0.00,, 
General Purpose Fiscal Assistance,Build America Bonds,2016,0.0,0.0,0.0,19180600000000.0,1.0186029545869049,0,0,0,0.00,0.00,0.00,0.00,0.00,, 
Commerce And Housing,"Capital Gains (Except Agriculture, Timber, Iron Ore, And Coal)",2016,,79300000000.0,79300000000.0,19180600000000.0,1.0186029545869049,,77851727842,77851727842,,0.41,6.71,15.55,5.86,13.07, 
Commerce And Housing,Capital Gains Exclusion Of Small Corporation Stock,2016,,640000000.0,640000000.0,19180600000000.0,1.0186029545869049,,628311549,628311549,,0.00,0.05,0.13,0.05,30.90, 
Commerce And Housing,Capital Gains Exclusion On Home Sales,2016,,61110000000.0,61110000000.0,19180600000000.0,1.0186029545869049,,59993935542,59993935542,,0.32,5.17,11.98,4.52,6.17, 
Agriculture,Capital Gains Treatment Of Certain Income,2016,,1060000000.0,1060000000.0,19180600000000.0,1.0186029545869049,,1040641003,1040641003,,0.01,0.09,66.67,0.08,13.11, 
Natural Resources And Environment,Capital Gains Treatment Of Certain Timber Income,2016,,110000000.0,110000000.0,19180600000000.0,1.0186029545869049,,107991047,107991047,,0.00,0.01,4.42,0.01,19.99, 
Energy,Capital Gains Treatment Of Royalties On Coal,2016,,110000000.0,110000000.0,19180600000000.0,1.0186029545869049,,107991047,107991047,,0.00,0.01,1.35,0.01,19.99, 
Commerce And Housing,Carryover Basis Of Capital Gains On Gifts,2016,,2810000000.0,2810000000.0,19180600000000.0,1.0186029545869049,,2758680394,2758680394,,0.01,0.24,0.55,0.21,7.76, 
"Education, Training, Employment, And Social Services",Child Credit,2016,,23620000000.0,23620000000.0,19180600000000.0,1.0186029545869049,,23188623098,23188623098,,0.12,2.00,18.55,1.75,-1.33, 
"Education, Training, Employment, And Social Services",Credit For Child And Dependent Care Expenses,2016,,4460000000.0,4460000000.0,19180600000000.0,1.0186029545869049,,4378546106,4378546106,,0.02,0.38,3.50,0.33,1.59, 
Energy,Credit For Construction Of New Energy Efficient Homes,2016,10000000.0,10000000.0,20000000.0,19180600000000.0,1.0186029545869049,9817368,9817368,19634736,0.01,0.00,0.00,0.25,0.00,-67.28, 
"Education, Training, Employment, And Social Services",Credit For Disabled Access Expenditures,2016,10000000.0,20000000.0,30000000.0,19180600000000.0,1.0186029545869049,9817368,19634736,29452104,0.01,0.00,0.00,0.02,0.00,-1.83, 
Health,Credit For Employee Health Insurance Expenses Of Small Business,2016,470000000.0,570000000.0,1040000000.0,19180600000000.0,1.0186029545869049,461416294,559589973,1021006267,0.28,0.01,0.05,0.42,0.08,-2.76, 
Energy,Credit For Energy Efficiency Improvements To Existing Homes,2016,,0.0,0.0,19180600000000.0,1.0186029545869049,,0,0,,0.00,0.00,0.00,0.00,, 
Energy,Credit For Energy Efficient Appliances,2016,100000000.0,0.0,100000000.0,19180600000000.0,1.0186029545869049,98173679,0,98173679,0.06,0.00,0.00,1.23,0.01,-18.19, 
"Education, Training, Employment, And Social Services",Credit For Holders Of Zone Academy Bonds,2016,130000000.0,,130000000.0,19180600000000.0,1.0186029545869049,127625783,,127625783,0.08,0.00,,0.10,0.01,-20.23, 
Energy,Credit For Holding Clean Renewable Energy Bonds,2016,20000000.0,50000000.0,70000000.0,19180600000000.0,1.0186029545869049,19634736,49086840,68721576,0.01,0.00,0.00,0.86,0.01,-1.83, 
"General Science, Space, And Technology",Credit For Increasing Research Activities,2016,2740000000.0,120000000.0,2860000000.0,19180600000000.0,1.0186029545869049,2689958818,117808415,2807767234,1.61,0.01,0.01,34.42,0.21,-11.43, 
